Number of iterations;Stop Condition;Size of Population;Elitism Rate;Crossover Rate;Crossover Type;Mutation Rate;Mutation Step;D;Hg;L;Q;Final Fitness;Time;Verified
100;1.0;100;5;85.0;P;0.5;10;415.0;2.0;237.0;79.0;5249.883,69
100;1.0;100;5;85.0;P;1.0;10;714.0;1.0;149.0;195.0;5786.795,7
100;1.0;100;5;85.0;P;5.0;10;637.0;2.0;198.0;157.0;7588.852,5
100;1.0;100;5;50.0;P;0.5;10;861.0;3.0;10.0;73.0;2294.3376,5
100;1.0;100;5;50.0;P;1.0;10;1630.0;1.0;123.0;310.0;9901.131,4
100;1.0;100;5;50.0;P;5.0;10;679.0;3.0;200.0;70.0;6712.1816,3
100;1.0;100;5;25.0;P;0.5;10;507.0;2.0;138.0;65.0;3697.3604,2
100;1.0;100;5;25.0;P;1.0;10;616.0;1.0;44.0;176.0;2759.4421,1
100;1.0;100;5;25.0;P;5.0;10;734.0;4.0;62.0;72.0;4226.0596,2
100;1.0;100;10;85.0;P;0.5;10;1461.0;1.0;27.0;323.0;4351.4595,3
100;1.0;100;10;85.0;P;1.0;10;787.0;1.0;3.0;157.0;1545.7787,3
100;1.0;100;10;85.0;P;5.0;10;699.0;2.0;38.0;144.0;3615.1838,3
100;1.0;100;10;50.0;P;0.5;10;622.0;1.0;60.0;102.0;2288.1646,3
100;1.0;100;10;50.0;P;1.0;10;629.0;1.0;4.0;105.0;1070.648,3
100;1.0;100;10;50.0;P;5.0;10;1561.0;1.0;13.0;155.0;2124.4421,2
100;1.0;100;10;25.0;P;0.5;10;647.0;2.0;175.0;104.0;5954.5664,2
100;1.0;100;10;25.0;P;1.0;10;606.0;1.0;81.0;287.0;5512.33,1
100;1.0;100;10;25.0;P;5.0;10;1283.0;2.0;95.0;165.0;7299.2456,2
100;1.0;100;15;85.0;P;0.5;10;1273.0;1.0;33.0;156.0;2902.6118,2
100;1.0;100;15;85.0;P;1.0;10;1116.0;1.0;24.0;219.0;2960.0703,2
100;1.0;100;15;85.0;P;5.0;10;742.0;6.0;56.0;51.0;4244.3105,2
100;1.0;100;15;50.0;P;0.5;10;860.0;1.0;227.0;674.0;18246.111,1
100;1.0;100;15;50.0;P;1.0;10;384.0;5.0;183.0;106.0;8231.731,1
100;1.0;100;15;50.0;P;5.0;10;1183.0;8.0;8.0;91.0;6943.105,1
100;1.0;100;15;25.0;P;0.5;10;658.0;5.0;241.0;80.0;9260.057,2
100;1.0;100;15;25.0;P;1.0;10;582.0;2.0;159.0;72.0;4608.3643,2
100;1.0;100;15;25.0;P;5.0;10;633.0;1.0;492.0;242.0;15333.038,1
100;5.0;100;5;85.0;P;0.5;10;424.0;6.0;393.0;79.0;10661.773,1
100;5.0;100;5;85.0;P;1.0;10;567.0;4.0;135.0;60.0;4899.75,1
100;5.0;100;5;85.0;P;5.0;10;576.0;2.0;125.0;134.0;5186.2656,1
100;5.0;100;5;50.0;P;0.5;10;1671.0;1.0;15.0;639.0;6799.3926,2
100;5.0;100;5;50.0;P;1.0;10;1145.0;1.0;24.0;87.0;1759.5894,1
100;5.0;100;5;50.0;P;5.0;10;1770.0;1.0;43.0;384.0;6191.047,1
100;5.0;100;5;25.0;P;0.5;10;750.0;1.0;54.0;72.0;2087.82,2
100;5.0;100;5;25.0;P;1.0;10;1017.0;1.0;15.0;324.0;3597.8298,136
100;5.0;100;5;25.0;P;5.0;10;1159.0;1.0;5.0;534.0;5327.5625,1
100;5.0;100;10;85.0;P;0.5;10;1134.0;1.0;22.0;198.0;2696.0178,2
100;5.0;100;10;85.0;P;1.0;10;534.0;2.0;52.0;55.0;1991.4849,1
100;5.0;100;10;85.0;P;5.0;10;918.0;1.0;289.0;170.0;10979.946,1
100;5.0;100;10;50.0;P;0.5;10;1554.0;1.0;71.0;442.0;7967.872,0
100;5.0;100;10;50.0;P;1.0;10;815.0;1.0;171.0;97.0;5811.963,1
100;5.0;100;10;50.0;P;5.0;10;857.0;2.0;174.0;69.0;6512.311,1
100;5.0;100;10;25.0;P;0.5;10;990.0;1.0;26.0;247.0;3215.168,1
100;5.0;100;10;25.0;P;1.0;10;699.0;2.0;60.0;64.0;2646.904,1
100;5.0;100;10;25.0;P;5.0;10;1087.0;2.0;49.0;172.0;5017.379,1
100;5.0;100;15;85.0;P;0.5;10;1082.0;1.0;14.0;101.0;1453.7358,1
100;5.0;100;15;85.0;P;1.0;10;953.0;1.0;58.0;110.0;2955.0742,0
100;5.0;100;15;85.0;P;5.0;10;712.0;1.0;81.0;97.0;2938.5073,1
100;5.0;100;15;50.0;P;0.5;10;1638.0;2.0;17.0;269.0;5875.1167,1
100;5.0;100;15;50.0;P;1.0;10;725.0;1.0;52.0;52.0;1803.4689,1
100;5.0;100;15;50.0;P;5.0;10;803.0;1.0;13.0;197.0;2228.8086,1
100;5.0;100;15;25.0;P;0.5;10;977.0;1.0;56.0;414.0;6054.4883,0
100;5.0;100;15;25.0;P;1.0;10;980.0;1.0;9.0;54.0;801.65674,1
100;5.0;100;15;25.0;P;5.0;10;1463.0;1.0;9.0;600.0;6068.8647,1
100;10.0;100;5;85.0;P;0.5;10;1506.0;1.0;31.0;297.0;4361.7847,1
100;10.0;100;5;85.0;P;1.0;10;837.0;5.0;53.0;124.0;7212.7666,1
100;10.0;100;5;85.0;P;5.0;10;573.0;2.0;58.0;298.0;8000.664,1
100;10.0;100;5;50.0;P;0.5;10;590.0;1.0;130.0;293.0;7220.8076,1
100;10.0;100;5;50.0;P;1.0;10;1825.0;1.0;57.0;281.0;6224.4062,2
100;10.0;100;5;50.0;P;5.0;10;762.0;1.0;51.0;465.0;7006.646,1
100;10.0;100;5;25.0;P;0.5;10;1034.0;1.0;278.0;226.0;12293.236,1
100;10.0;100;5;25.0;P;1.0;10;837.0;1.0;63.0;379.0;5872.5806,1
100;10.0;100;5;25.0;P;5.0;10;1039.0;1.0;138.0;192.0;6840.1074,1
100;10.0;100;10;85.0;P;0.5;10;1387.0;3.0;7.0;166.0;4867.321,1
100;10.0;100;10;85.0;P;1.0;10;498.0;4.0;28.0;111.0;4637.9814,1
100;10.0;100;10;85.0;P;5.0;10;862.0;1.0;2.0;180.0;1733.0845,1
